Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Genres,Author,Recommended,Mixed Feelings,Not Recommended,Release date,Completed date
Nengara Nenbyaku Ansatsu Renka,7.04,230,8016,11135,1433,5,4,28,Publishing,"['Action', 'Romance']",['Kusakawa Nari'],1,0,0,2020-01-11,2023-12-11
Uchi no Otouto-domo ga Sumimasen,7.04,231,8018,12333,1251,5,4,28,Publishing,"['Comedy', 'Romance', 'Slice of Life']",['Ozaki Akira'],1,1,0,2018-12-28,2023-12-11
"Kouchuugun Shikan, Boukensha ni Naru (Captain Corinth: The Galactic Navy Officer Becomes an Adventurer)",7.04,1005,8019,5388,3506,23,4,28,Publishing,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['Takuma Tomomasa', 'Ito Atsuhiko']",1,0,0,2015-10-07,2016-07-07
Naka no Warui Iinazuke no Hanashi,7.04,2592,8021,3353,5924,14,3,45,Finished,"['Comedy', 'Romance']",['Hachiya Kujira'],2,0,0,2020-05-18,2022-07-15
Nyaight of the Living Cat (Night of the Living Cat),7.04,146,8023,15151,922,7,4,28,Publishing,"['Action', 'Horror']","['Hawkman', 'Mecha-roots']",2,0,0,2021-01-13,2023-12-11
Koi ni Utsutsu wo Nukasu bekarazu!!,7.04,287,8024,20361,560,5,4,1,Finished,"['Comedy', 'Romance']",['Kashiwagi Kano'],0,0,0,2021-06-21,2022-05-23
Inu to Kuzu,7.03,4187,8241,1929,9834,121,5,43,Finished,"['Drama', 'Romance']",['Asaga Iori'],8,0,0,2012-04-10,2012-08-10
Yankee to Yandere no Karera ni wa Tomodachi ga Inai,7.04,379,8096,10693,1521,6,3,33,Finished,"['Comedy', 'Romance', 'Slice of Life']",['Yoshikawa Yumi'],0,0,0,2015-05-13,2019-04-12
Corpse Party,7.04,1455,8098,3487,5656,105,2,9,Finished,"['Horror', 'Mystery', 'Supernatural']","['Kansho', 'CHIHIRO']",0,0,0,2015-05-15,2016-01-15
Ginga: The Last Wars,7.04,134,8100,24174,403,12,22,176,Finished,"['Action', 'Drama']",['Takahashi Yoshihiro'],0,0,0,2015-10-20,2016-11-05
Mori no Takuma-san,7.04,618,8101,11290,1408,7,4,25,Finished,"['Comedy', 'Romance']",['Komura Ayumi'],0,0,0,2015-09-05,2016-05-06
Uchuu no Profile,7.04,166,8102,22519,463,4,1,5,Finished,"['Drama', 'Sci-Fi']","['Yamakawa Machi', 'Tanaka Kuu']",0,0,0,2016-04-20,2017-01-25
Ichijou Kaname to wa Kakawaranai,7.04,644,8103,9489,1782,11,2,11,Finished,"['Romance', 'Supernatural']",['Misaki Yuu'],1,0,0,2015-06-22,2023-12-11
100-man no Inochi no Ue ni Ore wa Tatteiru (I'm Standing on a Million Lives),7.04,3166,8105,1499,12739,98,4,28,Publishing,"['Action', 'Drama', 'Fantasy']","['Nao Akinari', 'Yamakawa Naoki']",5,0,1,2014-11-11,2015-07-30
"Datte, Oishii no ga Warui.",7.04,507,8106,13356,1110,0,1,5,Finished,"['Boys Love', 'Drama', 'Romance', 'Supernatural']",['Takanashi Morimichi'],0,0,0,2016-09-05,2021-11-19
Chocolate Vampire,7.04,513,8107,8047,2202,35,18,124,Finished,"['Drama', 'Romance']",['Kumagai Kyouko'],0,0,0,2017-02-09,2018-11-09
"Boku wa Nandodemo, Kimi ni Hajimete no Koi wo Suru. (I Fall in First Love for You Many Times)",7.04,557,8110,10168,1632,1,2,13,Finished,"['Drama', 'Romance', 'Slice of Life']","['Nishizaki Riichi', 'Okita En']",0,0,0,2017-09-15,2017-12-15
Ryuu no Haisha (The Dragon Dentist),7.04,120,8111,15275,910,4,1,6,Finished,"['Adventure', 'Fantasy']","['Maijou Outarou', 'Youko']",0,0,0,2013-08-12,2016-06-11
Fudatsuki no Kyouko-chan,7.04,7011,8025,1099,16262,69,7,37,Finished,"['Comedy', 'Romance', 'Supernatural']",['Yamamoto Souichirou'],3,2,1,2011-12-13,2012-07-13
Ootagawa Junjou Lovers,7.04,880,8026,9173,1859,4,1,5,Finished,"['Comedy', 'Slice of Life']",['Ozaki Akira'],0,0,0,2013-09-30,2014-10-30
Strike Witches: Aurora no Majo,7.04,145,8027,22274,473,6,2,14,Finished,"['Sci-Fi', 'Ecchi']","['Shimada Humikane', 'Kyogoku Shin']",0,0,0,2014-08-26,2016-02-26
Code Geass: Soubou no Oz O2 (Code Geass: Oz the Reflection O2),7.04,204,8028,14029,1039,6,5,20,Finished,"['Action', 'Drama', 'Fantasy', 'Supernatural']",['Toujou Chika'],0,0,0,2014-10-03,2017-04-01
Uchiha Sasuke no Sharingan Den (Naruto: Chibi Sasuke's Sharingan Legend),7.04,1239,8029,5734,3269,37,3,26,Finished,"['Action', 'Comedy']",['Taira Kenji'],0,0,1,2013-03-27,2023-12-11
Hoshikuzu Drop (Stardust Drop),7.04,421,8031,7957,2230,5,4,21,Finished,"['Comedy', 'Romance']",['Kojima Lalako'],0,0,0,2014-12-17,2023-12-11
Nanatsu no Taizai Gaiden,7.04,183,8032,11791,1324,16,4,28,Publishing,"['Action', 'Fantasy']","['Suzuki Nakaba', 'Matsuda Shuka']",0,0,0,2009-03-24,2009-12-23
Love Cruise,7.04,1307,8112,7762,2301,7,1,4,Finished,"['Comedy', 'Drama', 'Romance', 'Supernatural']",['Ohmi Tomu'],0,0,1,2009-07-15,2012-01-01
Kare no Ondo,7.04,338,8114,17662,716,1,3,17,Finished,"['Drama', 'Romance']",['Miyagawa Masayo'],1,0,0,2010-03-26,2023-12-11
Mahou Shoujo Lyrical Nanoha: Comic à la carte,7.04,121,8121,23466,427,1,2,28,Finished,"['Comedy', 'Fantasy', 'Sci-Fi', 'Slice of Life', 'Ecchi']",[''],0,0,0,2010-07-03,2012-10-03
Koutetsu no Hanappashira,7.04,134,8123,18548,662,2,9,90,Finished,"['Comedy', 'Drama', 'Romance']",['Nishimori Hiroyuki'],0,0,0,2009-06-20,2010-08-20
"Sayonara Football (Sayonara, Football)",7.04,1532,8124,5119,3717,7,2,8,Finished,"['Romance', 'Sports']",['Arakawa Naoshi'],4,0,0,2011-06-25,2011-09-24
Sora no Kakera,7.04,106,8128,31764,217,1,4,1,Finished,"['Adventure', 'Fantasy']",['Fujimoto Yuuki'],0,0,0,2011-10-25,2014-07-25
Gunjou,7.04,397,8129,14002,1042,4,5,30,Finished,"['Slice of Life', 'Sports']","['Kirihara Idumi', 'Sakamoto Kou']",0,0,0,2012-01-13,2023-12-11
Heart of Freaks,7.04,431,8131,10379,1586,2,1,28,Finished,"['Action', 'Fantasy', 'Supernatural']","['Urobuchi Gen', 'Higashide Yuuichirou']",1,0,0,2010-04-24,2011-08-13
Double Baby,7.04,2014,8132,4645,4141,5,1,5,Finished,"['Comedy', 'Romance']",['Fujio Nami'],1,0,0,2011-08-12,2023-12-11
Yama no Susume (Encouragement of Climb),7.04,200,8133,9206,1849,12,4,28,Publishing,"['Adventure', 'Slice of Life']",['siro'],0,0,0,2011-08-26,2013-10-28
Sword Art Online: Fairy Dance,7.04,4085,8135,2003,9439,100,3,14,Finished,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Sci-Fi']","['Kawahara Reki', 'Hazuki Tsubasa']",0,0,0,2013-01-17,2013-06-20
Mielino Kashiwagi,7.04,990,8136,7560,2383,8,2,22,Finished,"['Drama', 'Romance', 'Supernatural']","['Ootani Noriko', 'Akimoto Yasushi']",1,0,0,2012-06-27,2023-12-11
Hatsu Kokuhaku.,7.04,457,8137,14720,962,10,1,8,Finished,"['Boys Love', 'Comedy', 'Slice of Life']",['Sakano Anri'],1,0,0,2011-11-18,2017-02-18
Inugami-san to Nekoyama-san,7.04,1209,8138,3857,5087,31,6,76,Finished,"['Comedy', 'Girls Love']",['Kuzushiro'],0,0,1,2001-12-10,2003-10-10
.hack//Tasogare no Udewa Densetsu (.hack//Legend of the Twilight),7.04,9793,8036,1113,16051,377,3,24,Finished,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']","['Hamazaki Tatsuya', 'Idumi Rei']",3,1,0,2004-07-01,2023-12-11
Peppermint,7.04,394,8039,15844,857,9,4,21,Finished,"['Comedy', 'Drama', 'Romance']",['Seo Eun-Jin'],0,0,0,2003-01-25,2023-12-11
Soul Rescue,7.04,519,8042,11961,1298,7,2,10,Finished,"['Action', 'Comedy']",['Kanno Aya'],0,0,1,2001-04-26,2002-03-26
Koko wa Green Wood (Here is Greenwood),7.04,406,8044,10442,1573,27,11,71,Finished,"['Comedy', 'Slice of Life']",['Nasu Yukie'],2,0,0,1997-01-16,2010-04-28
Show Me The Money,7.04,1921,8047,5776,3244,18,2,11,Finished,"['Comedy', 'Drama', 'Romance']",['Lin Malisa'],2,0,0,1995-11-25,1997-11-25
Vendemiaire no Tsubasa,7.04,856,8049,7659,2340,11,2,8,Finished,"['Drama', 'Fantasy', 'Romance', 'Supernatural']",['Kitoh Mohiro'],1,0,0,1995-05-09,1995-12-05
Pocket Monsters: PiPiPi★Adventure (Magical Pokémon Journey),7.04,393,8052,12284,1256,28,10,89,Finished,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",['Tsukirino Yumi'],1,0,0,2000-10-21,2002-05-21
Kanon,7.04,1008,8053,6935,2635,21,2,6,Finished,"['Drama', 'Romance']","['Key', 'Morishima Petit']",1,0,0,2004-05-26,2007-09-26
Charm Angel,7.04,191,8057,21229,518,4,6,27,Finished,"['Comedy', 'Drama', 'Fantasy']",['Mori Chikako'],0,0,0,2002-05-24,2023-12-11
Birthday Presents,7.04,1802,8058,5896,3171,3,4,1,Finished,"['Romance', 'Supernatural']",['Tsukuba Sakura'],0,0,0,2007-04-27,2023-12-11
Kage kara Mamoru! (Mamoru the Shadow Protector),7.04,197,8064,15366,902,1,8,54,Finished,"['Action', 'Comedy', 'Romance']","['Achi Tarou', 'Madara Sai']",0,0,0,2007-03-24,2012-12-24
Ichinensei ni Nacchattara,7.04,1836,8065,4304,4492,44,9,61,Finished,"['Action', 'Comedy', 'Drama', 'Sci-Fi', 'Ecchi']",['Ooi Masakazu'],1,2,0,2005-08-16,2007-11-16
Xuhuan Bifang (Vision of the Other Side),7.04,136,8067,18600,659,6,12,28,Finished,"['Adventure', 'Drama', 'Romance']",['Lin Yu-Chin'],0,0,0,2007-10-26,2023-12-11
Promise,7.04,185,8073,19212,624,1,7,28,Finished,"['Comedy', 'Romance']",['Lee Eun-Young'],0,0,0,2002-04-25,2023-12-11
Mushi to Medama to Teddy Bear,7.04,654,8075,7799,2291,6,6,34,Finished,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Supernatural']","['Akira', 'Asami Yuriko']",0,1,0,2006-10-10,2009-02-10
At Laz Meridian,7.04,260,8077,20283,564,8,6,36,Finished,"['Fantasy', 'Romance']",['Yuiga Satoru'],0,0,0,2007-05-24,2023-12-11
After Friend,7.04,2284,8078,4889,3918,5,4,1,Finished,"['Comedy', 'Romance']",['Minobe Kahori'],3,1,1,2006-02-02,2008-06-19
Torikago Gakkyuu (A Bird Cage Classroom),7.04,182,8082,12799,1181,4,7,28,Finished,"['Mystery', 'Supernatural']",['Mashiba Shin'],0,0,0,2005-07-16,2023-12-11
Gekijouban Pocket Monster AG: Mew to Hadou no Yuusha Lucario (Pokémon: Lucario and the Mystery of Mew),7.04,200,8083,17820,706,9,1,3,Finished,"['Action', 'Adventure', 'Fantasy']",['Ihara Shigekatsu'],0,0,0,2008-07-24,2011-09-24
Anta Nanka Daikirai,7.04,954,8086,9207,1849,2,1,4,Finished,"['Drama', 'Romance']",['Sakurayama Kazumi'],0,0,1,2008-09-19,2013-12-19
Ichiban Ushiro no Daimaou,7.04,4273,8087,1784,10638,45,5,50,Finished,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Itou Souichi', 'Mizuki Shoutarou']",2,1,0,1996-04-12,1997-01-11
Shoujo Nemu (Girl Nemu),7.04,375,8088,15212,916,4,1,10,Discontinued,"['Fantasy', 'Slice of Life']","['Caribu Marley', 'Kizaki Hirosuke']",2,0,0,2006-05-15,2009-01-01
Futagami☆Double,7.04,2935,8094,3995,4912,10,4,1,Finished,"['Action', 'Comedy', 'Supernatural', 'Ecchi']",['Yabuki Kentarou'],2,0,0,2020-10-24,2023-12-11
"Yuujin ni 500-en Kashitara Shakkin no Kata ni Imouto wo Yokoshitekita no dakeredo, Ore wa Ittai Dousureba Ii n darou (I Lent 500 Yen to a Friend. His Sister Came to My House Instead of Borrowing. What Should I Do?)",7.04,338,8140,10494,1560,5,4,28,Publishing,"['Comedy', 'Romance']","['Toshizou', 'Kaneko Kogane']",0,0,0,2019-08-03,2023-12-11
Debu to Love to Ayamachi to! (Plus-sized Misadventures in Love!),7.04,153,8141,15834,858,9,4,28,Publishing,"['Comedy', 'Romance']",['Mamakari'],0,1,0,2022-03-22,2023-12-11
"Saikyou no Maou ni Kitaerareta Yuusha, Isekai Kikansha-tachi no Gakuen de Musou suru",7.04,588,8142,6746,2723,10,4,28,Publishing,"['Action', 'Fantasy']","['Iwaba', 'Konno Chiaki']",1,0,0,2021-01-31,2023-12-11
The Tutorial Is Too Tough!,7.04,1866,8143,3296,6024,26,4,28,Publishing,"['Action', 'Fantasy']","['Gandara', 'Imae Daiki']",0,0,0,2021-02-10,2023-12-11
Mystic Musketeer,7.04,1384,8144,4414,4369,17,4,28,Publishing,"['Action', 'Fantasy']","['Lee Subaek', 'Glpi']",0,0,0,2021-12-17,2023-12-11
Aza,7.04,113,8145,22014,485,5,4,28,Publishing,"['Drama', 'Fantasy']",['Usaesae'],0,0,0,2021-02-22,2023-04-24
Tacit,7.04,271,8146,14787,954,9,4,85,Finished,"['Action', 'Adventure', 'Sci-Fi']",['Kim Dazzi'],2,0,0,2021-05-20,2023-12-11
I'm the Tyrant's Secretary,7.04,435,8147,9220,1847,6,4,28,Publishing,"['Fantasy', 'Romance']","['Lee Inhye', 'Kio']",0,0,0,2021-10-31,2023-12-11
June Peach,7.04,102,8149,24647,387,3,4,47,Finished,"['Fantasy', 'Romance']","['Yoo Paulhee', '38']",0,0,0,2022-10-31,2023-12-11
The Nine Heavens Swordmaster,7.04,1175,8150,4992,3826,5,4,28,Publishing,"['Action', 'Fantasy']","['Jo Jinhaeng', 'Saint Nine']",1,1,1,2023-02-10,2023-12-11
Kasane to Subaru,7.04,133,8153,17360,737,5,4,28,Publishing,"['Comedy', 'Romance']",['Yamada Kintetsu'],0,0,0,2020-06-26,2021-06-28
Tantei Jimusho no Kainushi-sama (The (Pet) Detective Agency),7.03,395,8155,14280,1012,4,1,7,Finished,"['Boys Love', 'Mystery']",['noji'],0,0,0,2021-03-19,2023-12-11
"Sayonara Isekai, Mata Kite Ashita (See You Later, Fantasy World. We Hope That Tomorrow Comes Again.)",7.03,112,8156,19608,601,0,4,28,Publishing,"['Adventure', 'Fantasy']","['Kazamidori', 'kesima']",0,0,0,2021-02-12,2023-12-11
Daija ni Totsuida Musume (The Great Snake's Bride),7.03,303,8157,12744,1189,7,4,28,Publishing,"['Romance', 'Supernatural']",['Fushiashikumo'],1,1,1,2022-04-08,2023-12-11
Tsukihime: A Piece of Blue Glass Moon - Anthology Comic Star,7.03,140,8159,24858,380,2,1,11,Finished,"['Comedy', 'Supernatural']","['Nichiru', 'Metarogu']",0,0,0,2021-09-13,2023-12-11
The Lone Necromancer,7.03,2106,8160,2844,6894,37,4,28,Publishing,"['Action', 'Fantasy']","['Jijeomjang', 'Kim Dong-jun']",0,0,0,2021-05-07,2021-12-07
The Crimson Lady,7.03,536,8164,7838,2275,11,4,28,Publishing,"['Fantasy', 'Suspense']","['Cha Seojin', 'Taegong']",1,0,0,2020-09-30,2021-02-27
Seishun no Hekireki,7.02,111,8366,16847,777,3,4,28,Publishing,"['Comedy', 'Romance']",['Yasuko'],0,0,0,2022-05-24,2023-12-11
"Akutou Ikka no Manamusume, Tensei-saki mo Otome Game no Gokudou Reijou deshita. Saijoukyuu Rank no Akuyaku-sama, Sono Dekiai wa Fuyou desu! @comic",7.04,140,8154,20458,555,3,4,28,Publishing,"['Fantasy', 'Romance']","['Gouto Sora', 'Amekawa Touko']",0,0,0,2012-11-22,2016-12-23
Meiyaku no Leviathan (The Leviathan of the Covenant),7.03,182,8243,15579,882,2,8,50,Finished,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Taketsuki Jou', 'Nimura Yuuji']",0,1,0,2013-07-06,2015-12-19
Ero♥Märchen: Ningyo-hime,7.03,1858,8244,4922,3884,25,18,36,Finished,"['Fantasy', 'Romance', 'Supernatural']",['Takano Yumi'],4,0,0,2013-04-19,2020-04-03
Salaryman Exorcist: Okumura Yukio no Aishuu,7.03,422,8245,8433,2075,3,4,102,Finished,"['Comedy', 'Fantasy']","['Katou Kazue', 'Sasaki Minoru']",0,0,0,2013-12-04,2014-12-31
Kaiki Kanzume,7.03,577,8247,8753,1970,1,1,8,Finished,"['Horror', 'Supernatural']",['Itou Junji'],0,0,1,2014-02-05,2015-05-02
Durarara!! Gaiden!?,7.03,122,8250,14557,980,5,1,10,Finished,"['Action', 'Drama', 'Romance', 'Supernatural']","['Narita Ryohgo', 'Yasuda Suzuhito']",0,0,0,2012-06-28,2012-09-27
Kingdom Hearts 3D: Dream Drop Distance,7.03,159,8251,13856,1056,20,2,28,Finished,"['Action', 'Adventure', 'Fantasy']","['Amano Shiro', 'Nomura Tetsuya', 'Kanemaki Tomoko']",0,0,0,2012-11-08,2013-07-04
Blood Brat★Blood Lad (Bloody★Brat),7.03,564,8252,8678,1993,11,1,13,Finished,"['Action', 'Comedy', 'Supernatural']","['Kodama Yuuki', 'Yoshino Kanata']",0,0,0,2014-10-06,2017-02-20
Gakuen Psycho-Pass,7.03,272,8253,11957,1299,7,3,23,Finished,"['Comedy', 'Sci-Fi']",['Soga Shina'],0,0,0,2013-10-22,2015-07-22
Kamisama wa Ikiru no ga Tsurai,7.03,314,8254,11732,1333,2,3,15,Finished,"['Comedy', 'Romance', 'Supernatural']",['Toyota Yuu'],1,0,0,2014-09-24,2014-11-22
Love x Joint,7.03,181,8255,17790,708,0,1,4,Finished,"['Comedy', 'Romance', 'Slice of Life']",['Nakamura Yukichi'],0,0,0,2013-08-31,2016-06-01
Neechan wa Chuunibyou (My Big Sister Lives in a Fantasy World),7.03,225,8256,13685,1075,12,7,69,Finished,"['Comedy', 'Romance', 'Supernatural']","['Fujitaka Tsuyoshi', 'An2A']",2,0,0,2015-02-10,2023-12-11
Toaru Majutsu no Heavy na Zashiki Warashi ga Kantan na Satsujinki no Konkatsu Jijou,7.03,175,8257,16222,824,2,1,7,Finished,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']","['Kamachi Kazuma', 'Haimura Kiyotaka', 'Karasuma Wataru', 'Inue Shinsuke', 'Mahaya', 'Nagi Ryou', 'Asakura Ryousuke', 'Hara Tsumoi', 'Kasai Shin', 'Ikawa Waki', 'Taishou Tanaka']",1,0,0,2013-03-22,2023-12-11
Ore no Kanojo to Osananajimi ga Shuraba sugiru Comic Anthology,7.03,115,8258,20335,561,1,1,17,Finished,"['Comedy', 'Romance']","['Marimo', 'Kagisora Tomiyaki', 'CHIHIRO', 'Hiyama Daisuke', 'Ryuusui Takafumi']",0,0,0,2012-12-25,2023-12-11
Maken no Daydreamer,7.03,139,8260,17626,719,0,15,28,Finished,"['Action', 'Adventure', 'Fantasy']","['Tea', 'Nishi Osyou']",0,0,0,2016-08-15,2018-06-18
Hakase no Kimagure Homunculus (Professor's Whimsical Homunculus),7.03,307,8221,14297,1009,1,4,46,Finished,"['Comedy', 'Sci-Fi', 'Slice of Life']",['Kaga Kouhei'],1,0,0,2017-10-19,2023-12-11
Genjuu Chousain (Mythical Beast Investigator),7.03,471,8223,11229,1418,17,2,11,Finished,"['Fantasy', 'Supernatural']","['Hoshino Koichiro', 'Ayasato Keishi']",1,0,0,2016-04-29,2016-12-30
Umareru Seibetsu wo Machigaeta!,7.03,465,8224,12283,1257,7,1,17,Finished,"['Comedy', 'Slice of Life']",['Konishi Mafuyu'],2,2,0,2016-06-23,2018-03-23
Re:Zero kara Hajimeru Isekai Seikatsu: Koushiki Anthology Comic (Re: Life in a Different World From Zero: Official Anthology Comic),7.03,136,8225,18439,667,7,3,32,Finished,"['Comedy', 'Fantasy']","['Hayashi Yuuichi', 'Yaya Hinata', 'Mori Airi', 'Kamaboko Red', 'Araragi Ayune', 'Hitsuji Hako', 'Hasemi Ryou', 'Makino', 'Somemiya Suzume', 'Asakusa Tsukumo', 'Ekakibit', 'Kotodera Amane', 'Azuma Fuyu']",0,0,0,2018-10-15,2022-01-24
Gal to Kyouryuu (My Roomie Is a Dino),7.03,673,8226,6840,2680,21,7,105,Finished,"['Comedy', 'Slice of Life']","['Tomimura Cota', 'Mori Moriko']",3,0,0,2018-05-14,2020-01-06
Buzzy Noise,7.03,588,8227,9047,1886,16,5,53,Finished,"['Romance', 'Slice of Life']",['Mutsuki Jun'],2,0,0,2018-03-22,2023-12-11
31-banme no Okisaki-sama (The 31st Consort),7.03,392,8229,10727,1516,8,4,28,Publishing,"['Fantasy', 'Romance']","['Nanaki Tsubasa', 'Momo Tomoe']",0,0,0,2019-05-02,2020-07-04
Carole & Tuesday,7.03,394,8230,9351,1815,16,3,18,Finished,"['Drama', 'Sci-Fi']","['Watanabe Shinichirou', 'Yamataka Morito']",1,1,0,2018-02-02,2023-12-11
I Spy,7.03,747,8231,11211,1423,3,4,1,Finished,"['Action', 'Comedy', 'Romance']",['Endou Tatsuya'],0,0,0,2019-12-10,2022-08-02
Santairiku Eiyuuki,7.03,957,8232,7428,2435,10,4,19,Finished,"['Action', 'Fantasy']","['Sakuragi Sakura', 'Kamiya Yuu']",1,1,0,2020-04-14,2023-12-11
"Kimi tte Watashi no Koto Suki Nandesho? (You Like Me, Don't You?)",7.03,103,8233,17057,758,4,4,28,Publishing,"['Comedy', 'Romance']","['Nozomi Kota', 'Hyuuga Azuri']",2,0,1,2020-05-01,2023-12-11
S-Rank Boukensha de Aru Ore no Musume-tachi wa Juudo no Fathercon deshita,7.04,1868,8017,3215,6150,37,4,28,Publishing,"['Adventure', 'Fantasy']","['Nozomi Tsubame', 'Tomobashi Kametsu']",3,1,0,2018-03-08,2020-01-09
Kyoukoku no Leceld,7.03,125,8234,27648,300,3,2,22,Finished,"['Action', 'Drama', 'Fantasy']",['Mochi'],0,0,0,2020-05-15,2023-12-11
Shiotaiou no Satou-san ga Ore ni dake Amai @comic,7.03,2600,8235,2020,9372,62,4,28,Publishing,"['Comedy', 'Romance']","['Sawatari Kazami', 'Tetsuyama Kaya']",2,1,0,2018-12-29,2023-12-11
Locker Room,7.03,634,8237,13755,1068,1,4,1,Finished,"['Drama', 'Supernatural']",['Suzuki Yuuto'],0,0,0,2020-11-27,2023-12-11
"Ookami Buka-kun to Hitsuji Joushi-san (I'm a Wolf, but My Boss Is a Sheep!)",7.03,182,8242,14504,986,4,4,28,Publishing,"['Comedy', 'Romance', 'Supernatural']",['Shimizu Shino'],1,0,0,2014-10-04,2016-04-20
DanMachi 4-koma: Somosomo Dungeon ni Moguru no ga Machigai de wa Nai Darou ka,7.03,172,8300,15893,853,9,1,18,Finished,"['Action', 'Comedy', 'Fantasy']",['Choboraunyopomi'],0,0,0,2014-03-13,2020-07-09
Land,7.03,128,8301,11609,1354,1,11,74,Finished,"['Award Winning', 'Drama']",['Yamashita Kazumi'],1,1,0,2015-04-20,2019-04-19
Yoku Oni (Yokuoni: Ogres of Greed),7.03,110,8303,15557,885,6,9,30,Finished,"['Action', 'Supernatural']",['Irohara Mitabi'],0,0,0,2014-04-28,2023-12-11
Da Zhu Zai (The Great Ruler),7.03,643,8304,7697,2329,25,4,28,Publishing,"['Action', 'Adventure', 'Fantasy']","['Li Hu', 'Zhou Hongbin']",0,0,0,2016-02-13,2019-10-12
Mushikaburi-hime (Bibliophile Princess),7.03,124,8306,15285,909,10,4,28,Publishing,"['Drama', 'Fantasy', 'Romance']","['Shiina Satsuki', 'Yui']",0,0,0,2016-07-20,2016-10-20
Hanazamurai no Sahara,7.03,1676,8307,5911,3163,21,1,4,Finished,"['Action', 'Drama', 'Sci-Fi']",['Shibata Yuusaku'],1,0,0,2017-01-26,2019-08-26
Raise Kamika,7.03,1445,8308,4709,4077,14,5,29,Finished,"['Action', 'Supernatural']",['Segawa Hajime'],3,0,0,2016-01-20,2023-12-11
Kuishinbou! (Kuishinbo!),7.03,106,8310,26745,325,4,24,217,Finished,"['Comedy', 'Gourmet']",['Tsuchiyama Shigeru'],1,0,0,2017-08-21,2023-01-26
Yari no Yuusha no Yarinaoshi (The Reprise of the Spear Hero),7.03,1101,8311,5189,3655,34,11,56,Finished,"['Adventure', 'Fantasy']","['Neet', 'Aneko Yusagi']",3,1,0,1999-09-25,2023-12-11
"Deja-vu (Deja-vu: Spring, Summer, Fall, Winter)",7.03,246,8169,18283,677,4,1,6,Finished,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']","['Yoon In-Wan', 'Yoon Seung-Ki', 'Yang Kyung-il', 'Lee Vin', 'Park Sung-Woo', 'Kim Tae-Hyung', 'Byun Byung Jun']",0,0,0,2002-05-09,2003-01-09
The Silvery Crow,7.03,1713,8171,4919,3886,11,3,25,Finished,"['Adventure', 'Comedy', 'Fantasy']",['Kamijyo Akimine'],2,0,0,2007-02-24,2007-11-24
Golden Boy,7.03,6118,8173,882,19836,317,10,104,Finished,"['Adventure', 'Comedy', 'Romance', 'Slice of Life', 'Ecchi']",['Egawa Tatsuya'],4,4,5,2001-02-26,2001-12-26
Kyousou Heaven (Rhapsody in Heaven),7.03,2960,8176,3208,6155,21,3,18,Finished,"['Drama', 'Romance', 'Sports']",['Minami Kanan'],2,0,1,2001-08-20,2003-05-27
Dollgun,7.03,600,8181,9858,1705,9,9,28,Finished,"['Action', 'Supernatural', 'Ecchi']",['Deguchi Ryuusei'],1,0,0,2005-07-19,2021-01-19
Raiden-18,7.03,1302,8182,6719,2734,3,1,5,Finished,"['Action', 'Comedy']",['Arakawa Hiromu'],1,0,0,1999-03-06,2006-08-05
Hanaukyou Maid-tai (Hanaukyo Maid Team),7.03,430,8183,10806,1498,5,14,94,Finished,"['Comedy', 'Romance', 'Ecchi']",['Morishige'],0,0,0,2006-01-13,2023-12-11
Koi Nanka Hajimaranai,7.03,1196,8192,5646,3330,9,7,32,Finished,"['Drama', 'Romance']",['Fujiwara Yoshiko'],2,0,1,2008-02-12,2008-08-12
Dark Metro,7.03,1246,8193,6841,2680,68,3,13,Finished,"['Horror', 'Mystery']","['Calen Tokyo', 'Yoshiken']",0,2,0,1992-11-05,1996-08-01
Kishin Douji Zenki,7.03,114,8194,22153,479,1,12,28,Finished,"['Action', 'Fantasy', 'Supernatural']","['Tani Kikuhide', 'Kuroiwa Yoshihiro']",0,0,0,2009-02-04,2015-10-16
Karakuri Douji  (Ultimo),7.03,2684,8195,2381,8143,174,12,54,Finished,"['Action', 'Fantasy', 'Sci-Fi']","['Takei Hiroyuki', 'Lee Stan']",3,0,0,2007-01-13,2023-12-11
Kamisama Onegai!,7.03,1151,8196,8356,2098,0,4,1,Finished,"['Comedy', 'Romance']",['Mitsuki Kako'],1,0,0,2006-11-29,2011-09-20
Koukaku no Regios (Chrome Shelled Regios),7.03,742,8197,7261,2499,9,3,20,Finished,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Supernatural']","['Amagi Shuusuke', 'Miyuu']",0,0,0,2003-10-30,2007-09-27
Susanoou,7.03,211,8200,15096,927,9,9,28,Finished,"['Action', 'Award Winning', 'Drama', 'Supernatural']",['Nagai Go'],1,0,0,2007-05-19,2007-10-20
